fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
1928-11-15|nan|other|Aeropostale||Marseille  Palma de Majorca|other||3||3|1|0|1|0|The sea plane stuck a lightning mast and crashed into houses Pilot error|
1928-11-24|nan|other|Universal Airlines||Cleveland  Chicago|other||3|2|1|3|2|1|0|The mail plane crashed in a heavy snow storm|
1928-11-25|nan|other|Continental Air Lines||Cleveland  Louisville|other||1|0|1|1|0|1|0|The mail plane crashed in a heavy snow storm|
1928-11-25|nan|other|National Air Transport|||McDonnell Douglas||1|0|1|1|0|1|0|The mail plane crashed in a snow storm|
1928-12-01|10:00|other|Sunbeam Air Transport Co||San Antonio  Amarillo  Tulsa  Denver|other||5|4|1|5|4|1|0|The aircraft crashed and burned while en route Flames were seen aboard the plane before it crashed The plane was on a delivery flight|
1928-12-03|08:00|Brazil|Syndicato Condor||Sightseeing|Dornier||14|9|5|14|9|5|0|The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits The pilot then lost control of the aircraft and it fell tail spinning 300 feet into the water where one of the engines exploded on impact It sunk immediately|
1928-12-10|10:45|other|Spokane Airways||Colfax  Spokane|other||5|3|2|5|3|2|0|The aircraft crashed while attempting to land in fog|
1928-12-11|nan|Germany|Deutsche Lufthansa||Cologne   Berlin|Junkers||4|1|3|3|0|3|0|After a fuel line broke in flight the pilot was forced to make an emergency landing in an open field On landing the aircraft crashed overturned and came to rest in flames|
1928-12-20|nan|other|National Air Transport||Cleveland  Chicago|McDonnell Douglas||1|0|1|1|0|1|0|The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation|
1928-12-23|nan|other|Interstate Airlines|||Fairchild Aircraft||4|3|1|4|3|1|0|Crashed onto a roof and garage on takeoff and burst into flames The motor may have not been warmed up properly|
1928-12-31|nan|France|CIDNA||Strasbourg  Paris|other||3|2|1|2|2|0|0|Crashed into high ground in fog|
1929-01-05|nan|other|Colonial Air Transport|||Fairchild Aircraft||1|0|1|1|0|1|0|Struck a mountain slope  in poor weather|
1929-01-18|nan|other|Varney Air Lines||Boise ID  Pasco WA|other||1|0|1|1|0|1|0|While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot|
1929-01-25|nan|Greece|Aeroespresso||Brindisi  Athens  Istanbul|other||9|7|2|2|7|2|0|The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas|
1929-01-31|nan|Morocco|Aeropostale||Agadir  Casablanca|other||2|0|2|2|0|2|0|While cruising along the coast the mail plane crashed into the Atlantic Ocean for unknown reasons|
1929-01-31|nan|other|Skyline Transportation Company|||other||1|0|1|1|0|1|0|While attempting to land the aircraft overran the runway and hit the perimeter fence|
1929-03-17|17:00|other|Colonial Western Airlines||Sightseeing|other||15|13|2|14|13|1|0|The plane was making the last of a number of sightseeing flights when two of its three engines failed The plane stalled and went out of control at an altitude of 200 ft and crashed into a railroad freight car Engine failure followed by a stall during an emergency landing attempt|
1929-03-30|09:18|other|New Standard Airlines||Los Angeles  Phoenix  El Paso|Fokker||4|3|1|4|3|1|0|The aircraft crashed into a high mountain ridge exploding on impact Investigators speculated that upon encountering fog and winds in the treacherous mountain pass the pilot may have turned the airliner around and was heading back to the airport when the crash occurred|
1929-04-21|11:45|other|Maddux Airlines  Military  USArmy Air Force||San Diego  Phoenix|other||6|3|3|6|3|3|0|A midair collision occurred  with a US Air Force Boeing PW9D at 2000 ft  Five killed on the Trimotor one on the Boeing Army pilot Lieutenant Howard Keefer while flying above the airliner was stunting and performed a steep banking turn downward in an attempt to pass in front of the airliner Instead he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Trimotor  He was found criminally negligent|
1929-05-09|nan|Mexico|Mexicana||Tampico  Brownsville TX|other||5|4|1|5|4|1|0|An engine failed the plane stalled and crashed|
1929-05-18|nan|Hungary|MALERT|||Fokker||2|0|2|2|0|2|0|A wing separated in flight and the plane crashed|
1929-05-22|nan|other|Aeropostale||Algiers  Marseille|other||6|3|3|4|3|2|0|The plane collided with a submerged object while taking off|
1929-06-13|08:00|Cuba|Pan American Airways||Santiago de Cuba  Havana|Fokker||5|1|4|2|1|1|0|Crashed while taking off The muddy field prevented the aircraft from gaining altitude The plane hit telephone wires and crashed The plane was named Christopher Columbus|
1929-06-14|nan|Spain|Aeropostale||Janeiro  Buenos Aires|Breguet Aviation||2|0|2|1|0|1|0|Took off lost power and altitude and crashed into a telegraph tower|
1929-06-17|11:30|England|Imperial Airways||London  Paris  Basil  Zuric|Handley Page||13|11|2|7|7|0|0|The plane was over the English Channel approximately 3 miles offshore when an engine failed The pilot attempted to return to the airport but the plane ditched into the English Channel Failure of a connecting rod on a cylinder due to fatigueThe plane was named City of Ottawa|
1929-06-24|nan|other|Northwest Orient Airlines||St Paul  Minneapolis|other||8|6|2|1|0|1|0|All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park|
1929-06-29|21:00|Germany|Bodensee Aerolloyd|||other||5|4|1|5|4|1|0|The seaplane crashed into lake Constance while attempting to landing The landing was hard and the plane broke in two and sank|
1929-06-29|nan|other|Continental Air Lines|||other||1|0|1|1|0|1|0|The mail plane crashed into an antenna mast in fog and low visibility and burned|
1929-08-11|nan|Mexico|Middle States Airlines|||Lockheed Martin||4|2|2|4|2|2|0|The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed  two pilots and two engineers when it crashed under unknown circumstances|
1929-08-24|nan|Russia|Ukvozduchput|||other||1|0|1|1|0|1|0|Crashed under unknown circumstances|
1929-08-24|nan|Germany|Deutsche Lufthansa||Frankfurt  Berlin|Fokker||5|4|1|4|3|1|0|The aorcraft hit a hill in fog and poor visibility|
1929-09-02|nan|other|Associated Aviators|||Lockheed Martin||2|0|2|1|0|1|0|The plane crashed after going into a tail spin in a thunderstorm The mechanic was able to parachute to safety|
1929-09-03|11:01|Mexico|Trans Continental Air Transport||Albuquerque  Los Angeles|other||8|5|3|8|5|3|0|Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence The plane was named The City of San Francisco|
1929-09-06|nan|Iran|Imperial Airways||London England  India|De Havilland||5|2|3|3|1|2|0|At night the aircraft crashed short of the runway in low visibility|
1929-09-14|nan|other|Aeropostale||Toulouse France  Casablanca Morocco|other||6|4|2|6|4|2|0|Crashed at sea 30 miles from Larache Morocco for unknown reasons|
1929-09-14|18:00|other|Skyways||Sightseeing|other||6|5|1|6|5|1|0|The aircraft went out of control and crashed for unknown reasons|
1929-09-17|nan|other|Colonial Air Transport|||other||1|0|1|1|0|1|0|The mail plane crashed into Mt Lamentation in fog and burst into flames|
1929-09-17|nan|Morocco|Aeropostale||Toulouse  Perpignan  Barcelona  Alicante  Casablanca|other||5|3|2|5|3|2|0|Crashed into the Mediterranean for unknown reasons|
1929-09-17|nan|other|Pickwick Airways||Tijuana  Nogales|Fairchild Aircraft||2|0|2|1|0|1|0|The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm|
1929-10-26|18:00|Italy|Imperial Airways||Naples  Genoa|Short Brothers||7|5|2|7|5|2|0|The aircraft ditched in the ocean after encountering gale force winds Sank while in tow The plane was named City of Rome|
1929-10-29|nan|other|Continental Air Lines||Cleveland  Louisville|other||1|0|1|1|0|1|0|The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons|
1929-10-31|nan|other|BremertonSeattle Air Taxi  Gorst Air Lines||Bremerton  Seattle|other||2|0|2|2|0|2|0|The air taxi crashed into Puget Sound as it attempted to take off|
1929-11-04|07:00|Mexico|Corp Aeronautica de Transportes||Matamoros  Mexico City  Juarez|Lockheed Martin||4|3|1|4|3|1|0|The mail plane crashed in dense fog|
1929-11-06|10:10|England|Deutsche Lufthansa||Croyden  Amsterdam  Berlin|Junkers||8|4|4|7|3|4|0|After the planes antenna wire struck the ground and was partially torn off the pilot attempted to return to land but hit tree tops and crashed in rain and fog|
1929-11-16|09:35|France|Air Union||Marseille  Ajaccio  Tunis|other||3|0|3|3|0|3|0|While flying along the Corsican coast the aircraft crashed into the Mediterranean in fog No trace of the plane was ever found|
1929-11-20|nan|other|SAM Societ Aerea Mediterranea||Cagliari Terranova  Rome|other||12|9|3|1|1|0|0|The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment|
1929-11-30|nan|other|Varney Air Lines|||other||1|0|1|1|0|1|0|The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River|
1929-12-02|nan|other|National Air Transport|||McDonnell Douglas||1|0|1|1|0|1|0|The mail plane crashed en route during a storm|
1929-12-19|nan|Germany|Deutsche Lufthansa||Marseille  Berlin|other||3|0|2|2|0|2|0|In fog the pilot lost his bearing in fog and crashed 60 km from the airport|
1929-12-30|17:00|other|Trans Continental Air Transport||Demonistration|other||5|3|2|5|3|2|0|Crashed onto a golf course  while on approach during a demonstration flight|
1930-01-10|nan|other|Boeing Air Transport|||Boeing||1|0|1|1|0|1|0|The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing|
1930-01-13|nan|Madagascar|Air Orient||Antananarivo  Paris|other||3|0|3|3|0|3|0|Crrashed moments after taking off from PortFrancqui|
1930-01-19|18:23|other|Maddux Airlines|7|Aqua Caliente Mexico  Los Angeles|other||16|14|2|16|14|2|0|While en route to Los Angeles the pilot flying a low altitude due to poor weather conditions tried to turn back While in a left turn his left wing struck a hill crashed and burned Adverse weather conditions The plane flew into a sudden squall which cause the pilot to lose control|
1930-01-25|nan|Spain|Aeropostale||Casablanca  Alicante|other||2|0|2|2|0|2|0|Ran into thunderstorms and crashed into the sea|
1930-01-27|17:30|other|Central  Airlines Universal Aviation Corporation||Wichita  Kansas City KS|other||5|4|1|5|4|1|0|While preparing to land the plane side slipped and dived into the ground from a height of 500 ft and caught fire As quickly as the bodies were removed a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines began removing all evidence of the accident savagely fighting off reporters and photographers as they worked|
1930-02-03|nan|other|Colonial Air Transport||Newark NJ  Hartford CT|other||1|0|1|1|0|1|0|While attempting to land the plane struck a building and fell into the Connecticut river|
1930-02-10|nan|England|Air Union||Paris  Croydon|other||6|3|3|2|2|0|0|While attempting to land in snow the plane rose up stalled and crashed Fatigue of the upper front strut of the right tail which failed in flight causing the spar to fail as well|
1930-04-18|17:00|other|Canadian Colonial Airways||Albany NY  Jersey City NJ|Fairchild Aircraft||4|3|1|4|3|1|0|Crashed into power lines 150 feet above the ground in fog|
1930-05-10|nan|Argentina|Aeropostale||Buenos Aires  Montevideo|other||4|2|2|3|1|2|0|While flying in foggy conditions at night the captain lowered his altitude hit a wave and fiipped over|
1930-06-05|nan|other|Colonial Air Transport||Boston  Newark|other||15|13|2|1|1|0|0|Crashed into Boston Harbor after losing the right  engine on takeoff|
1930-07-07|nan|Denmark|Deutsche Lufthansa||Stettin  Norway|Dornier||8|5|3|5|4|1|0|The flying boat landed in a storm in the open ocean due to engine failure After three hours the plane was  capsized by a large wave while under tow|
1930-07-10|nan|other|Cross Airways||Port Aransas  Kansas City|Lockheed Martin||5|4|1|5|4|1|0|The aircraft exploded in the air at an altitude of 4000 feet shortly after taking off The plane was flying in an area of fog and thunderstorms|
1930-07-21|15:00|England|Walcot Air Line||London  Le touquet France|Junkers||6|4|2|6|4|2|0|The plane crashed about 10 miles from its destination Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer|
1930-08-22|15:45|Slovakia|Ceskoslovenske Aerolinie||Prague  Bratislava|other||11|10|1|10|9|1|0|Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft|
1930-09-11|nan|England|Sabena||Croydon  Brussels|other||2|0|2|2|0|2|0|The plane caught on file shortly after taking off from Croydon|
1930-09-25|nan|Canada|Western Canada Airways||Calgary  Moosejaw|Boeing||3|2|1|3|2|1|0|The air mail plane crashed in fog  while attempting to land in fog|
1930-10-05|02:05|France|Military  British Air Ministry||Cardington England  Karachi Pakistan|other||54|||48|||0|The airship was on its inaugural flight from Cardington England to Karachi Pakistan During a storm on the first night it suddenly nosedived leveled briefly then dived again crashing and burning Preparations had been rushed for political reasons and there had been no fullspeed test flight In the wind and rain the outer cover split open at the front so that the two forward gasbags ruptured simultaneously Dropping ballast raised the nose but only because there was also dynamic lift which was promptly lost as speed was reduced presumably to save the remaining gasbags|
1930-10-06|09:45|Germany|Deutsche Lufthansa||Berlin  Vienna|Messerschmitt||8|6|2|8|6|2|0|Crashed into hill while attempting to land after running into a strong gust of wind|
1930-10-12|nan|Morocco|Aeropostale||Casablanca  Bahat  Toulouse|other||4|3|1|4|3|1|0|The french postal plane crashed into mountains|
